user_id,time
sergioruizdavila,1512718812000
sergioruizdavila,1512718812000
sergioruizdavila,1512718812000
sergioruizdavila,1512718811000
sergioruizdavila,1512718811000
sergioruizdavila,1512718805000
sergioruizdavila,1512718805000
sergioruizdavila,1512718805000
sergioruizdavila,1512718804000
sergioruizdavila,1512718804000
sergioruizdavila,1512718804000
sergioruizdavila,1512718803000
sergioruizdavila,1512718803000
sergioruizdavila,1512718798000
sergioruizdavila,1512718797000
sergioruizdavila,1512718797000
sergioruizdavila,1512717030000
sergioruizdavila,1512716544000
sergioruizdavila,1512715943000
sergioruizdavila,1512715343000
sergioruizdavila,1512715227000
sergioruizdavila,1512714666000
hernanaracena,1512714527000
hernanaracena,1512714397000
sergioruizdavila,1512714180000
hernanaracena,1512713796000
sergioruizdavila,1512713585000
hernanaracena,1512713325000
hernanaracena,1512713325000
sergioruizdavila,1512712984000
sergioruizdavila,1512712868000
sergioruizdavila,1512712847000
hernanaracena,1512679895000
Julian,1512667482000
Julian,1512667261000
JessicaMercedes,1512664422000
JessicaMercedes,1512664241000
Julian,1512664129000
Julian,1512663893000
hernanaracena,1512663866000
JessicaMercedes,1512663715000
JessicaMercedes,1512663694000
JessicaMercedes,1512663639000
Julian,1512663533000
sergioruizdavila,1512663415000
hernanaracena,1512663410000
hernanaracena,1512663374000
Julian,1512663237000
hernanaracena,1512663234000
hernanaracena,1512663233000
hernanaracena,1512663232000
Julian,1512663107000
Julian,1512663101000
JessicaMercedes,1512663037000
Julian,1512663036000
sergioruizdavila,1512662930000
Julian,1512662915000
hernanaracena,1512662692000
hernanaracena,1512662691000
hernanaracena,1512662525000
Julian,1512662515000
Julian,1512662509000
hernanaracena,1512662469000
JessicaMercedes,1512662436000
sergioruizdavila,1512662424000
sergioruizdavila,1512662424000
sergioruizdavila,1512662423000
sergioruizdavila,1512662423000
sergioruizdavila,1512662423000
sergioruizdavila,1512662422000
sergioruizdavila,1512662422000
sergioruizdavila,1512662417000
sergioruizdavila,1512662416000
sergioruizdavila,1512662416000
sergioruizdavila,1512662416000
sergioruizdavila,1512662410000
sergioruizdavila,1512662410000
sergioruizdavila,1512662410000
sergioruizdavila,1512662409000
sergioruizdavila,1512662409000
sergioruizdavila,1512662394000
sergioruizdavila,1512662373000
sergioruizdavila,1512662308000
maria,1512662118000
maria,1512662117000
hernanaracena,1512661928000
JessicaMercedes,1512661835000
hernanaracena,1512661822000
hernanaracena,1512661761000
sergioruizdavila,1512661707000
hernanaracena,1512661620000
Julian,1512661573000
maria,1512661516000
Julian,1512661378000
JessicaMercedes,1512661364000
Julian,1512661343000
Julian,1512661342000
Julian,1512661342000
Julian,1512661277000
JessicaMercedes,1512661233000
sergioruizdavila,1512661111000
maria,1512660975000
maria,1512660974000
maria,1512660914000
Julian,1512660771000
Julian,1512660725000
Julian,1512660645000
Julian,1512660640000
JessicaMercedes,1512660637000
Julian,1512660619000
Julian,1512660614000
sergioruizdavila,1512660511000
maria,1512660312000
Julian,1512660188000
Julian,1512660188000
Julian,1512660183000
Julian,1512660182000
Julian,1512660182000
Julian,1512660182000
Julian,1512660181000
Julian,1512660181000
Julian,1512660181000
Julian,1512660175000
Julian,1512660050000
JessicaMercedes,1512660036000
sergioruizdavila,1512659910000
Julian,1512659909000
Julian,1512659909000
Julian,1512659904000
Julian,1512659903000
Julian,1512659903000
Julian,1512659903000
Julian,1512659737000
maria,1512659711000
JessicaMercedes,1512659435000
JessicaMercedes,1512659410000
JessicaMercedes,1512659409000
JessicaMercedes,1512659379000
JessicaMercedes,1512659373000
sergioruizdavila,1512659309000
Julian,1512659281000
maria,1512659174000
maria,1512659163000
Julian,1512658946000
JessicaMercedes,1512658832000
sergioruizdavila,1512658774000
sergioruizdavila,1512658753000
sergioruizdavila,1512658728000
sergioruizdavila,1512658683000
Julian,1512658625000
Julian,1512658530000
Julian,1512658529000
JessicaMercedes,1512658231000
Julian,1512658219000
sergioruizdavila,1512658077000
Julian,1512658038000
JessicaMercedes,1512657635000
Julian,1512657597000
Julian,1512657577000
Julian,1512657512000
Julian,1512657511000
sergioruizdavila,1512657481000
JessicaMercedes,1512657033000
sergioruizdavila,1512657021000
sergioruizdavila,1512656955000
sergioruizdavila,1512656870000
JessicaMercedes,1512656507000
sergioruizdavila,1512656269000
hernanaracena,1512656076000
sergioruizdavila,1512655669000
sergioruizdavila,1512655408000
sergioruizdavila,1512655067000
hernanaracena,1512654885000
hernanaracena,1512654824000
hernanaracena,1512654763000
hernanaracena,1512654763000
sergioruizdavila,1512654471000
hernanaracena,1512654262000
hernanaracena,1512654027000
hernanaracena,1512654026000
hernanaracena,1512654026000
hernanaracena,1512654026000
hernanaracena,1512654020000
sergioruizdavila,1512653870000
hernanaracena,1512653720000
sergioruizdavila,1512653269000
hernanaracena,1512653119000
hernanaracena,1512652818000
hernanaracena,1512652818000
hernanaracena,1512652777000
sergioruizdavila,1512652668000
hernanaracena,1512652477000
sergioruizdavila,1512652173000
sergioruizdavila,1512652168000
sergioruizdavila,1512652147000
sergioruizdavila,1512652147000
sergioruizdavila,1512652106000
sergioruizdavila,1512652041000
sergioruizdavila,1512652010000
Alejandra,1512651940000
hernanaracena,1512651876000
hernanaracena,1512651575000
hernanaracena,1512651500000
JessicaMercedes,1512651478000
JessicaMercedes,1512651472000
sergioruizdavila,1512651409000
Alejandra,1512651404000
JessicaMercedes,1512651397000
Alejandra,1512651370000
hernanaracena,1512651274000
hernanaracena,1512651024000
Alejandra,1512650834000
sergioruizdavila,1512650809000
JessicaMercedes,1512650796000
Alejandra,1512650409000
sergioruizdavila,1512650208000
JessicaMercedes,1512650195000
hernanaracena,1512650168000
Alejandra,1512649948000
hernanaracena,1512649902000
hernanaracena,1512649902000
hernanaracena,1512649891000
hernanaracena,1512649886000
hernanaracena,1512649866000
hernanaracena,1512649860000
Alejandra,1512649772000
sergioruizdavila,1512649607000
JessicaMercedes,1512649594000
hernanaracena,1512649560000
jpulgarin,1512649274000
Alejandra,1512649171000
sergioruizdavila,1512649007000
JessicaMercedes,1512648993000
hernanaracena,1512648959000
hernanaracena,1512648688000
hernanaracena,1512648683000
hernanaracena,1512648683000
hernanaracena,1512648667000
sergioruizdavila,1512648406000
JessicaMercedes,1512648397000
hernanaracena,1512648347000
sergioruizdavila,1512648055000
sergioruizdavila,1512648050000
hernanaracena,1512647746000
hernanaracena,1512647470000
hernanaracena,1512647470000
hernanaracena,1512647144000
hernanaracena,1512646758000
hernanaracena,1512646622000
JessicaMercedes,1512646354000
JessicaMercedes,1512646274000
JessicaMercedes,1512645678000
JessicaMercedes,1512645077000
afcajiao,1512644961000
afcajiao,1512644845000
afcajiao,1512644839000
JessicaMercedes,1512644476000
sergioruizdavila,1512644388000
sergioruizdavila,1512644352000
sergioruizdavila,1512644277000
JessicaMercedes,1512643875000
JessicaMercedes,1512643274000
JessicaMercedes,1512642793000
JessicaMercedes,1512642792000
jpulgarin,1512642260000
jpulgarin,1512642125000
jpulgarin,1512642109000
Alejandra,1512642064000
Alejandra,1512641844000
Alejandra,1512641838000
Alejandra,1512641823000
Alejandra,1512641822000
Alejandra,1512641813000
Alejandra,1512641813000
Alejandra,1512641812000
jpulgarin,1512641509000
jpulgarin,1512641284000
jpulgarin,1512640903000
afcajiao,1512640510000
afcajiao,1512640507000
afcajiao,1512640491000
afcajiao,1512640485000
afcajiao,1512640478000
afcajiao,1512640474000
afcajiao,1512640470000
afcajiao,1512640466000
afcajiao,1512640462000
afcajiao,1512640456000
jpulgarin,1512640397000
afcajiao,1512640388000
afcajiao,1512639147000
afcajiao,1512638545000
sergioruizdavila,1512638523000
sergioruizdavila,1512638518000
sergioruizdavila,1512638473000
sergioruizdavila,1512638457000
sergioruizdavila,1512638322000
sergioruizdavila,1512638316000
sergioruizdavila,1512638316000
sergioruizdavila,1512638316000
sergioruizdavila,1512638315000
sergioruizdavila,1512638300000
sergioruizdavila,1512638115000
sergioruizdavila,1512638115000
afcajiao,1512637817000
afcajiao,1512637655000
JessicaMercedes,1512637604000
Alejandra,1512637509000
afcajiao,1512637404000
JessicaMercedes,1512637128000
JessicaMercedes,1512637123000
Alejandra,1512637119000
Alejandra,1512637118000
Alejandra,1512637113000
Alejandra,1512637112000
Alejandra,1512636926000
afcajiao,1512636680000
Alejandra,1512636350000
Alejandra,1512636350000
Alejandra,1512636349000
Alejandra,1512636344000
Alejandra,1512636344000
Alejandra,1512636343000
Alejandra,1512636322000
afcajiao,1512635996000
afcajiao,1512635835000
afcajiao,1512635829000
afcajiao,1512635827000
Alejandra,1512635725000
Alejandra,1512635414000
Alejandra,1512635414000
Alejandra,1512635413000
Alejandra,1512635413000
Alejandra,1512635412000
Alejandra,1512635412000
Alejandra,1512635407000
Alejandra,1512635406000
afcajiao,1512635396000
afcajiao,1512635281000
afcajiao,1512635280000
afcajiao,1512635269000
afcajiao,1512635264000
Alejandra,1512635120000
afcajiao,1512635033000
afcajiao,1512634696000
afcajiao,1512634695000
afcajiao,1512634689000
afcajiao,1512634568000
Alejandra,1512634519000
Alejandra,1512633923000
afcajiao,1512633891000
Alejandra,1512633732000
Alejandra,1512633722000
Alejandra,1512633716000
afcajiao,1512633580000
afcajiao,1512633574000
afcajiao,1512633328000
afcajiao,1512633038000
afcajiao,1512632441000
afcajiao,1512632130000
afcajiao,1512632125000
afcajiao,1512632104000
hernanaracena,1512631836000
hernanaracena,1512631826000
afcajiao,1512631268000
afcajiao,1512631247000
afcajiao,1512631246000
laura,1512628791000
laura,1512628790000
laura,1512626260000
laura,1512626259000
afcajiao,1512624553000
afcajiao,1512623952000
afcajiao,1512623356000
afcajiao,1512622755000
afcajiao,1512622154000
afcajiao,1512621333000
afcajiao,1512621056000
afcajiao,1512620776000
afcajiao,1512620760000
afcajiao,1512620754000
afcajiao,1512620754000
afcajiao,1512620748000
afcajiao,1512620737000
jpulgarin,1512603786000
jpulgarin,1512603715000
jpulgarin,1512603114000
jpulgarin,1512602513000
jpulgarin,1512601855000
jpulgarin,1512601634000
jpulgarin,1512601509000
jpulgarin,1512601508000
jpulgarin,1512601493000
jpulgarin,1512601368000
elisebaros,1512601126000
jpulgarin,1512601117000
elisebaros,1512600940000
jpulgarin,1512600448000
jpulgarin,1512600448000
elisebaros,1512600338000
jpulgarin,1512599822000
jpulgarin,1512599686000
jpulgarin,1512599620000
jpulgarin,1512599619000
jpulgarin,1512599428000
jpulgarin,1512599272000
jpulgarin,1512599207000
jpulgarin,1512599196000
jpulgarin,1512599196000
jpulgarin,1512599185000
jpulgarin,1512599180000
jpulgarin,1512599155000
jpulgarin,1512599154000
jpulgarin,1512599079000
jpulgarin,1512598928000
jpulgarin,1512598917000
jpulgarin,1512598861000
jpulgarin,1512598856000
jpulgarin,1512598831000
jpulgarin,1512598825000
jpulgarin,1512598800000
jpulgarin,1512598797000
hernanaracena,1512596386000
hernanaracena,1512595800000
hernanaracena,1512595199000
hernanaracena,1512595188000
jpulgarin,1512593113000
andressarrazola,1512580636000
andressarrazola,1512580636000
andressarrazola,1512580636000
andressarrazola,1512576927000
andressarrazola,1512576756000
andressarrazola,1512576756000
andressarrazola,1512576685000
andressarrazola,1512576205000
andressarrazola,1512576204000
andressarrazola,1512576204000
andressarrazola,1512576199000
andressarrazola,1512576113000
afcajiao,1512575716000
afcajiao,1512575415000
Alejandra,1512574184000
elisebaros,1512573518000
jpulgarin,1512570799000
jpulgarin,1512570197000
jpulgarin,1512569597000
jpulgarin,1512568996000
elisebaros,1512568973000
elisebaros,1512568372000
hernanaracena,1512568132000
hernanaracena,1512567846000
hernanaracena,1512567846000
hernanaracena,1512567840000
hernanaracena,1512567840000
elisebaros,1512567771000
hernanaracena,1512567544000
hernanaracena,1512567414000
hernanaracena,1512567413000
hernanaracena,1512567412000
hernanaracena,1512567411000
hernanaracena,1512567411000
hernanaracena,1512567410000
hernanaracena,1512567409000
elisebaros,1512567366000
hernanaracena,1512567158000
hernanaracena,1512567153000
elisebaros,1512567125000
elisebaros,1512567120000
andreacordoba,1512567065000
afcajiao,1512566999000
elisebaros,1512566929000
elisebaros,1512566859000
elisebaros,1512566859000
andreacordoba,1512566589000
elisebaros,1512566548000
andreacordoba,1512566468000
afcajiao,1512566354000
elisebaros,1512566019000
elisebaros,1512565949000
elisebaros,1512565948000
elisebaros,1512565938000
elisebaros,1512565933000
elisebaros,1512565927000
elisebaros,1512565927000
elisebaros,1512565836000
andreacordoba,1512565748000
andreacordoba,1512565702000
andreacordoba,1512565527000
andreacordoba,1512565526000
andreacordoba,1512565521000
andreacordoba,1512565511000
andreacordoba,1512565335000
andreacordoba,1512565335000
andreacordoba,1512565334000
elisebaros,1512565321000
andreacordoba,1512565259000
elisebaros,1512565240000
andreacordoba,1512565143000
Alejandra,1512565089000
andreacordoba,1512565083000
andreacordoba,1512565078000
andreacordoba,1512565077000
andreacordoba,1512565072000
Alejandra,1512564968000
Alejandra,1512564968000
Alejandra,1512564968000
Alejandra,1512564967000
Alejandra,1512564962000
elisebaros,1512564719000
Alejandra,1512564676000
andreacordoba,1512564536000
elisebaros,1512564484000
elisebaros,1512564479000
andreacordoba,1512564471000
andreacordoba,1512564465000
elisebaros,1512564453000
andreacordoba,1512564155000
andreacordoba,1512564150000
jpulgarin,1512564110000
Alejandra,1512564100000
elisebaros,1512564092000
elisebaros,1512564012000
elisebaros,1512563992000
elisebaros,1512563991000
hernanaracena,1512563759000
andreacordoba,1512563614000
andreacordoba,1512563548000
hernanaracena,1512563528000
jpulgarin,1512563513000
hernanaracena,1512563457000
hernanaracena,1512563457000
hernanaracena,1512562986000
jpulgarin,1512562912000
hernanaracena,1512562460000
hernanaracena,1512562414000
jpulgarin,1512562311000
elisebaros,1512562152000
jpulgarin,1512561710000
andressarrazola,1512561499000
andressarrazola,1512561473000
jpulgarin,1512561109000
andressarrazola,1512560872000
jpulgarin,1512560513000
andressarrazola,1512560286000
andressarrazola,1512560266000
andressarrazola,1512560233000
andressarrazola,1512560232000
andressarrazola,1512560232000
andressarrazola,1512560231000
andressarrazola,1512560175000
andressarrazola,1512560135000
jpulgarin,1512560033000
andressarrazola,1512559997000
jpulgarin,1512559897000
jpulgarin,1512559437000
jpulgarin,1512559436000
jpulgarin,1512559436000
jpulgarin,1512559435000
andressarrazola,1512559204000
jpulgarin,1512558824000
jpulgarin,1512558689000
jpulgarin,1512558528000
jpulgarin,1512558528000
jpulgarin,1512558528000
jpulgarin,1512558527000
jpulgarin,1512558527000
jpulgarin,1512558521000
jpulgarin,1512558281000
jpulgarin,1512558275000
jpulgarin,1512558275000
jpulgarin,1512558270000
jpulgarin,1512558269000
jpulgarin,1512558269000
jpulgarin,1512558268000
jpulgarin,1512558268000
jpulgarin,1512558083000
jpulgarin,1512557977000
jpulgarin,1512557912000
jpulgarin,1512557912000
jpulgarin,1512557911000
jpulgarin,1512557911000
jpulgarin,1512557910000
jpulgarin,1512557910000
jpulgarin,1512557910000
jpulgarin,1512557784000
jpulgarin,1512557784000
jpulgarin,1512557784000
jpulgarin,1512557478000
jpulgarin,1512557183000
jpulgarin,1512557182000
jpulgarin,1512556817000
jpulgarin,1512556511000
jpulgarin,1512556261000
jpulgarin,1512556215000
jpulgarin,1512556215000
jpulgarin,1512556210000
jpulgarin,1512555889000
andressarrazola,1512555707000
jpulgarin,1512555623000
jpulgarin,1512555622000
andressarrazola,1512555187000
laura,1512553903000
laura,1512553902000
afcajiao,1512553448000
Alejandra,1512553192000
Alejandra,1512553161000
afcajiao,1512552847000
Alejandra,1512552560000
linamarin,1512552377000
andressarrazola,1512552295000
linamarin,1512552267000
afcajiao,1512552250000
andressarrazola,1512552089000
afcajiao,1512552054000
afcajiao,1512552013000
Alejandra,1512551964000
andressarrazola,1512551693000
linamarin,1512551666000
linamarin,1512551561000
andressarrazola,1512551518000
andressarrazola,1512551502000
afcajiao,1512551437000
Alejandra,1512551363000
linamarin,1512551235000
afcajiao,1512551066000
Alejandra,1512550842000
Alejandra,1512550822000
linamarin,1512550739000
afcajiao,1512550470000
linamarin,1512550139000
andressarrazola,1512550088000
afcajiao,1512549869000
andressarrazola,1512549847000
andressarrazola,1512549847000
andressarrazola,1512549846000
andressarrazola,1512549846000
andressarrazola,1512549745000
afcajiao,1512549638000
linamarin,1512549538000
linamarin,1512549432000
andressarrazola,1512549270000
andressarrazola,1512549259000
andressarrazola,1512549144000
andressarrazola,1512548928000
andressarrazola,1512548857000
andressarrazola,1512548742000
andressarrazola,1512548732000
andressarrazola,1512548731000
andressarrazola,1512548716000
andressarrazola,1512548705000
andressarrazola,1512548695000
andressarrazola,1512548685000
andressarrazola,1512548474000
andressarrazola,1512548259000
laura,1512546340000
laura,1512546338000
laura,1512545584000
laura,1512545228000
maria,1512543482000
maria,1512543477000
maria,1512543426000
maria,1512542829000
maria,1512542293000
maria,1512542160000
maria,1512542094000
maria,1512541493000
maria,1512540892000
maria,1512540361000
laura,1512534151000
laura,1512534150000
elisebaros,1512510769000
hernanaracena,1512509652000
hernanaracena,1512509531000
hernanaracena,1512509530000
hernanaracena,1512509504000
hernanaracena,1512509413000
hernanaracena,1512509287000
hernanaracena,1512509286000
hernanaracena,1512509120000
hernanaracena,1512508889000
elisebaros,1512507898000
elisebaros,1512507837000
elisebaros,1512507804000
elisebaros,1512507798000
hernanaracena,1512507637000
hernanaracena,1512507581000
hernanaracena,1512507529000
hernanaracena,1512507473000
hernanaracena,1512507449000
hernanaracena,1512507448000
hernanaracena,1512507337000
hernanaracena,1512507026000
hernanaracena,1512507020000
hernanaracena,1512506734000
hernanaracena,1512505750000
hernanaracena,1512505448000
hernanaracena,1512505272000
hernanaracena,1512504976000
hernanaracena,1512504690000
hernanaracena,1512504687000
hernanaracena,1512504358000
hernanaracena,1512504357000
hernanaracena,1512504356000
hernanaracena,1512504236000
hernanaracena,1512504235000
hernanaracena,1512504228000
andressarrazola,1512503999000
hernanaracena,1512503997000
hernanaracena,1512503996000
